Ig Inq,Tipo Procedimento,Situação Instauracao ,Tipo Elucidação,Data Instauração,Data Remessa,Desc Fato,Tipo Fato,Tipo Particip,Idade Participante,Sexo,Genero,Estado Civil,Instrucao,Cor Cadastro,Cor Autodeclarada,Med Protetiva,Qtde Vit Domest Sexoougenero
10324297,Inquérito,Instaurado e Remetido,Elucidado,13/9/2021,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),65,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10329049,Inquérito,Instaurado e Remetido,Elucidado,16/9/2021,31/10/2023,AMEACA,Consumado,Suspeito(a),28,Masculino,,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10329051,Inquérito,Instaurado e Remetido,Elucidado,16/9/2021,31/10/2023,PERSEGUICAO,Consumado,Suspeito(a),55,Masculino,,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10330055,Inquérito,Instaurado e Remetido,Elucidado,17/9/2021,31/10/2023,AMEACA,Consumado,Suspeito(a),29,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
10330157,Inquérito,Instaurado e Remetido,Elucidado,17/9/2021,31/10/2023,ESTUPRO,Consumado,Suspeito(a),32,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10333786,Inquérito,Instaurado e Remetido,Elucidado,22/9/2021,31/10/2023,VIAS DE FATO,Consumado,Suspeito(a),26,Masculino,,Solteiro(a),Não alfabetizado,Branca,Branca,Não se aplica,1
10333786,Inquérito,Instaurado e Remetido,Elucidado,22/9/2021,31/10/2023,VIAS DE FATO,Consumado,Suspeito(a),43,Feminino,,Casado(a),Ensino fundamental,Mulato,,Não se aplica,1
10342372,Inquérito,Instaurado e Remetido,Elucidado,30/9/2021,31/10/2023,PERSEGUICAO,Consumado,Suspeito(a),35,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10344808,Inquérito,Instaurado e Remetido,Elucidado,1/10/2021,31/10/2023,AMEACA,Consumado,Suspeito(a),37,Masculino,,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
10345425,Inquérito,Instaurado e Remetido,Elucidado,4/10/2021,31/10/2023,AMEACA,Consumado,Suspeito(a),38,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
10413266,Inquérito,Instaurado e Remetido,Elucidado,3/12/2021,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),29,Masculino,Masculino,Solteiro(a),Não informado,Parda,Parda,Não se aplica,1
10439147,Inquérito,Instaurado e Remetido,Elucidado,28/12/2021,31/10/2023,PERSEGUICAO,Consumado,Suspeito(a),38,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10469026,Inquérito,Instaurado e Remetido,Elucidado,25/1/2022,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),42,Masculino,,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
10493468,Inquérito,Instaurado e Remetido,Elucidado,15/2/2022,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),21,Masculino,,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10499604,Inquérito,Instaurado e Remetido,Elucidado,21/2/2022,31/10/2023,AMEACA,Consumado,Suspeito(a),42,Masculino,,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
10565535,Inquérito,Instaurado e Remetido,Elucidado,22/4/2022,31/10/2023,SEQUESTRO E CARCERE PRIVADO,Consumado,Suspeito(a),33,Feminino,,Casado(a),Ensino médio,Branca,Branca,Não se aplica,1
10677393,Inquérito,Instaurado e Remetido,Elucidado,9/8/2022,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),29,Feminino,,Solteiro(a),Outros,Branca,Branca,Não solicitada,1
10677393,Inquérito,Instaurado e Remetido,Elucidado,9/8/2022,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),44,Feminino,Feminino,Solteiro(a),Ensino superior,Preta,Preta,Não se aplica,1
10677393,Inquérito,Instaurado e Remetido,Elucidado,9/8/2022,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),51,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
10721777,Inquérito,Instaurado e Remetido,Elucidado,21/9/2022,31/10/2023,AMEACA,Consumado,Suspeito(a),43,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
10724067,Inquérito,Instaurado e Remetido,Elucidado,22/9/2022,31/10/2023,AMEACA,Consumado,Suspeito(a),20,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
10724067,Inquérito,Instaurado e Remetido,Elucidado,22/9/2022,31/10/2023,AMEACA,Consumado,Suspeito(a),20,Masculino,Masculino,Solteiro(a),Semialfabetizado,Branca,Branca,Não se aplica,1
10740610,Inquérito,Instaurado e Remetido,Elucidado,7/10/2022,31/10/2023,ESTUPRO DE VULNERAVEL,Consumado,Suspeito(a),21,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10740610,Inquérito,Instaurado e Remetido,Elucidado,7/10/2022,31/10/2023,ESTUPRO DE VULNERAVEL,Consumado,Suspeito(a),30,Feminino,,Amigado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10765999,Inquérito,Instaurado e Remetido,Elucidado,1/11/2022,31/10/2023,ESTUPRO,Consumado,Suspeito(a),20,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10782019,Inquérito,Instaurado e Remetido,Elucidado,17/11/2022,31/10/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),20,Masculino,Masculino,Não informado,Não informado,,,Não se aplica,1
10782019,Inquérito,Instaurado e Remetido,Elucidado,17/11/2022,31/10/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),20,Masculino,,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
10805279,Inquérito,Instaurado e Remetido,Elucidado,9/12/2022,31/10/2023,DANO,Consumado,Suspeito(a),32,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
10838615,Inquérito,Instaurado e Remetido,Elucidado,10/1/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
10855250,Inquérito,Instaurado e Remetido,Elucidado,24/1/2023,31/10/2023,MAUS TRATOS,Consumado,Suspeito(a),26,Feminino,Feminino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10865417,Inquérito,Instaurado e Remetido,Elucidado,3/2/2023,31/10/2023,VIAS DE FATO,Consumado,Suspeito(a),58,Masculino,Masculino,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10865495,Inquérito,Instaurado e Remetido,Elucidado,3/2/2023,31/10/2023,PERSEGUICAO,Consumado,Suspeito(a),19,Masculino,Masculino,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
10865564,Inquérito,Instaurado e Remetido,Elucidado,3/2/2023,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),42,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10865741,Inquérito,Instaurado e Remetido,Elucidado,3/2/2023,31/10/2023,VIAS DE FATO,Consumado,Suspeito(a),44,Masculino,Masculino,Casado(a),Ensino médio,Branca,Branca,Não se aplica,1
10868985,Inquérito,Instaurado e Remetido,Elucidado,7/2/2023,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),69,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
10872817,Inquérito,Instaurado e Remetido,Elucidado,9/2/2023,31/10/2023,ESTUPRO,Consumado,Suspeito(a),22,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10880130,Inquérito,Instaurado e Remetido,Elucidado,16/2/2023,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),30,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10885475,Inquérito,Instaurado e Remetido,Elucidado,23/2/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),59,Masculino,Masculino,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10885690,Inquérito,Instaurado e Remetido,Elucidado,23/2/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),49,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
10895656,Inquérito,Instaurado e Remetido,Elucidado,3/3/2023,31/10/2023,VIOLACAO DE DOMICILIO,Consumado,Suspeito(a),35,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
10898995,Inquérito,Instaurado e Remetido,Elucidado,6/3/2023,31/10/2023,VIAS DE FATO,Consumado,Suspeito(a),35,Masculino,,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,2
10899906,Inquérito,Instaurado e Remetido,Elucidado,7/3/2023,31/10/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Outros,Parda,Parda,Não se aplica,1
10904534,Inquérito,Instaurado e Remetido,Elucidado,10/3/2023,31/10/2023,DANO,Consumado,Suspeito(a),28,Masculino,Masculino,Solteiro(a),Outros,Indígena,Indígena,Não se aplica,1
10908668,Inquérito,Instaurado e Remetido,Elucidado,14/3/2023,31/10/2023,INJURIA,Consumado,Suspeito(a),46,Masculino,Masculino,Casado(a),Não informado,Branca,Branca,Não se aplica,2
10919104,Inquérito,Instaurado e Remetido,Elucidado,22/3/2023,31/10/2023,VIOLACAO DE DOMICILIO,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10926356,Inquérito,Instaurado e Remetido,Elucidado,29/3/2023,31/10/2023,ESTUPRO DE VULNERAVEL,Consumado,Suspeito(a),41,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
10929803,Inquérito,Instaurado e Remetido,Elucidado,31/3/2023,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),36,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10932365,Inquérito,Instaurado e Remetido,Elucidado,3/4/2023,31/10/2023,VIOLACAO DE DOMICILIO,Consumado,Suspeito(a),38,Feminino,Feminino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
10932365,Inquérito,Instaurado e Remetido,Elucidado,3/4/2023,31/10/2023,VIOLACAO DE DOMICILIO,Consumado,Suspeito(a),66,Masculino,Masculino,Separado(a),Ensino médio,Branca,Branca,Não se aplica,1
10933444,Inquérito,Instaurado e Remetido,Elucidado,4/4/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),34,Masculino,Masculino,Casado(a),Ensino médio,Branca,Branca,Não se aplica,1
10943505,Inquérito,Instaurado e Remetido,Elucidado,12/4/2023,31/10/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),22,Masculino,Masculino,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
10949814,Inquérito,Instaurado e Remetido,Elucidado,18/4/2023,31/10/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),29,Masculino,Masculino,Não informado,Não informado,,,Não se aplica,1
10954251,Inquérito,Instaurado e Remetido,Elucidado,20/4/2023,31/10/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),44,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
10954439,Inquérito,Instaurado e Remetido,Elucidado,20/4/2023,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),25,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10963833,Inquérito,Instaurado e Remetido,Elucidado,2/5/2023,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),57,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
10968631,Inquérito,Instaurado e Remetido,Elucidado,5/5/2023,31/10/2023,VIAS DE FATO,Consumado,Suspeito(a),40,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
10970528,Inquérito,Instaurado e Remetido,Elucidado,8/5/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),18,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
10991031,Inquérito,Instaurado e Remetido,Elucidado,25/5/2023,31/10/2023,VIAS DE FATO,Consumado,Suspeito(a),28,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
10992230,Inquérito,Instaurado e Remetido,Elucidado,26/5/2023,31/10/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),36,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
10992230,Inquérito,Instaurado e Remetido,Elucidado,26/5/2023,31/10/2023,PERSEGUICAO,Consumado,Suspeito(a),36,Masculino,Feminino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
10994769,Inquérito,Instaurado e Remetido,Elucidado,29/5/2023,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),28,Masculino,Masculino,Amigado(a),Ensino fundamental,Parda,Parda,Não se aplica,1
11009002,Inquérito,Instaurado e Remetido,Elucidado,13/6/2023,31/10/2023,ESTUPRO DE VULNERAVEL,Consumado,Acusado(a),41,Masculino,,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11021662,Inquérito,Instaurado e Remetido,Elucidado,22/6/2023,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),29,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11022121,Inquérito,Instaurado e Remetido,Elucidado,23/6/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),37,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11022121,Inquérito,Instaurado e Remetido,Elucidado,23/6/2023,31/10/2023,PERSEGUICAO,Consumado,Suspeito(a),38,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11024289,Inquérito,Instaurado e Remetido,Elucidado,26/6/2023,31/10/2023,PERSEGUICAO,Consumado,Suspeito(a),21,Masculino,Masculino,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
11025167,Inquérito,Instaurado e Remetido,Elucidado,26/6/2023,31/10/2023,INJURIA,Consumado,Suspeito(a),35,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11025403,Inquérito,Instaurado e Remetido,Elucidado,27/6/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),39,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11036268,Inquérito,Instaurado e Remetido,Elucidado,5/7/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),38,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11036277,Inquérito,Instaurado e Remetido,Elucidado,5/7/2023,31/10/2023,INJURIA,Consumado,Suspeito(a),20,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11036288,Inquérito,Instaurado e Remetido,Elucidado,5/7/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),23,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11036292,Inquérito,Instaurado e Remetido,Elucidado,5/7/2023,31/10/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),48,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11036343,Inquérito,Instaurado e Remetido,Elucidado,5/7/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),54,Masculino,Masculino,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11036351,Inquérito,Instaurado e Remetido,Elucidado,5/7/2023,31/10/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),27,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11036395,Inquérito,Instaurado e Remetido,Elucidado,5/7/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11039054,Inquérito,Instaurado e Remetido,Elucidado,7/7/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11042708,Inquérito,Instaurado e Remetido,Elucidado,11/7/2023,31/10/2023,DISPARO DE ARMA DE FOGO,Consumado,Suspeito(a),53,Masculino,Masculino,Amigado(a),Ensino médio,Branca,Branca,Não se aplica,1
11047638,Inquérito,Instaurado e Remetido,Elucidado,14/7/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),23,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11052138,Inquérito,Instaurado e Remetido,Elucidado,19/7/2023,31/10/2023,PERSEGUICAO,Consumado,Suspeito(a),39,Masculino,Masculino,Casado(a),Ensino médio,Branca,Branca,Não se aplica,1
11054482,Inquérito,Instaurado e Remetido,Elucidado,20/7/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),42,Masculino,Masculino,Solteiro(a),Não informado,Mulato,,Não se aplica,1
11054583,Inquérito,Instaurado e Remetido,Elucidado,20/7/2023,31/10/2023,VIOLACAO DE DOMICILIO,Consumado,Suspeito(a),25,Masculino,Masculino,Solteiro(a),Ensino médio,Preta,Preta,Não se aplica,1
11054598,Inquérito,Instaurado e Remetido,Elucidado,20/7/2023,31/10/2023,INJURIA,Consumado,Suspeito(a),23,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11054661,Inquérito,Instaurado e Remetido,Elucidado,20/7/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),35,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11054691,Inquérito,Instaurado e Remetido,Elucidado,20/7/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),29,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
11054698,Inquérito,Instaurado e Remetido,Elucidado,20/7/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),39,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11054720,Inquérito,Instaurado e Remetido,Elucidado,20/7/2023,31/10/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),63,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11054910,Inquérito,Instaurado e Remetido,Elucidado,20/7/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),64,Masculino,Masculino,Separado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11065283,Inquérito,Instaurado e Remetido,Elucidado,31/7/2023,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),28,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11066171,Inquérito,Instaurado e Remetido,Elucidado,1/8/2023,31/10/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),29,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11067624,Inquérito,Instaurado e Remetido,Elucidado,2/8/2023,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),30,Masculino,Masculino,Não informado,Não informado,Preta,Preta,Não se aplica,1
11069688,Inquérito,Instaurado e Remetido,Elucidado,3/8/2023,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),25,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
11076875,Inquérito,Instaurado e Remetido,Elucidado,10/8/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
11077150,Inquérito,Instaurado e Remetido,Elucidado,10/8/2023,31/10/2023,PERSEGUICAO,Consumado,Suspeito(a),25,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11077197,Inquérito,Instaurado e Remetido,Elucidado,10/8/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),27,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11077236,Inquérito,Instaurado e Remetido,Elucidado,10/8/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),43,Masculino,Masculino,Divorciado(a),Outros,Branca,Branca,Não se aplica,1
11077766,Inquérito,Instaurado e Remetido,Elucidado,10/8/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),35,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11080835,Inquérito,Instaurado e Remetido,Elucidado,14/8/2023,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Não alfabetizado,Branca,Branca,Não se aplica,2
11083700,Inquérito,Instaurado e Remetido,Elucidado,16/8/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),25,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11085866,Inquérito,Instaurado e Remetido,Elucidado,18/8/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),22,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11086180,Inquérito,Instaurado e Remetido,Elucidado,18/8/2023,31/10/2023,VIAS DE FATO,Consumado,Suspeito(a),29,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11088728,Inquérito,Instaurado e Remetido,Elucidado,22/8/2023,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),29,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11089123,Inquérito,Instaurado e Remetido,Elucidado,22/8/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),75,Masculino,Masculino,Divorciado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11089885,Inquérito,Instaurado e Remetido,Elucidado,22/8/2023,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),35,Masculino,Masculino,Solteiro(a),Outros,Parda,Branca,Não se aplica,1
11090492,Inquérito,Instaurado e Remetido,Elucidado,23/8/2023,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),38,Masculino,Masculino,Casado(a),Ensino médio,Branca,Branca,Não se aplica,1
11091366,Inquérito,Instaurado e Remetido,Elucidado,23/8/2023,31/10/2023,LESAO CORPORAL,Consumado,Suspeito(a),42,Masculino,Masculino,Solteiro(a),Ensino superior,Branca,Branca,Não se aplica,1
11092987,Inquérito,Instaurado e Remetido,Elucidado,24/8/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),23,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
11093154,Inquérito,Instaurado e Remetido,Elucidado,24/8/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),45,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11093170,Inquérito,Instaurado e Remetido,Elucidado,24/8/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),25,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11093230,Inquérito,Instaurado e Remetido,Elucidado,25/8/2023,31/10/2023,INJURIA,Consumado,Suspeito(a),46,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,2
11093630,Inquérito,Instaurado e Remetido,Elucidado,25/8/2023,31/10/2023,AMEACA,Consumado,Suspeito(a),35,Masculino,Masculino,Amigado(a),Ensino médio,Preta,Preta,Não se aplica,1
11094617,Inquérito,Instaurado e Remetido,Elucidado,25/8/2023,31/10/2023,CRIMES DE TORTURA   LEI 9455 DE 1997,Consumado,Suspeito(a),20,Feminino,Feminino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
